class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,43662,na,2130706432,108,0,0,0,0,0,0,1380,110136,1861630,866056,49354,1036,1353876,0,0,0,0,0,2597434,2245416,530320,289632,0,0,0,0,284,88,0,0,0,0,0,7792,564604,591798,1725398,0,2032,1036,1278,2802,103004,2779222,218,0,0,0,722146,979666,336576,253840,207480,129676,115694,144514,0,0,3128346,238,450,884,56,1353876,42050,298936,228762,193280,210100,na,na,na,na,na,na,120460,43662.65,3128346,3128346,3098914,17685,340,66710,701340,2889592,1209600,94448,2,88,0,2583700.8,0,303749.76,2,446,0,0,0,22222,603788,1766816,471924,21280,3472,90,42,50,3128346,na,3846,494,39168,160018,110830,1565262,987264,22532,178,0,190,218,2615836,65962,0,8754,0,10,2619514,2200,100,0,0,0,0,0,0,0,0,26128,35948,15864,0,0,75588,17290,8064260,806824,62898,1366,0,0,4646240,1321.98,1280,323452,551050,423438,231668,493444,417784,237366,116980,94204,206,0,0
neg,1984,na,102,na,0,0,0,0,0,0,118,18286,96570,738,0,0,52490,0,0,0,0,0,109256,102158,13116,3772,0,0,0,0,94,76,0,0,0,0,0,7076,80148,2356,26132,0,1456,636,852,426,3828,108512,2,0,0,0,62258,38098,10502,3042,574,650,570,18,0,0,122392,0,0,518,0,52490,1128,5836,7190,na,na,na,na,na,na,na,na,12780,1984,122392,122392,127164,384,1470,11978,122040,115712,1209600,0,na,na,na,101280,0,13120.32,na,na,0,0,0,7724,78944,28324,672,48,0,0,na,0,122392,na,1300,24,5940,1710,8842,90538,6686,672,0,0,na,na,na,na,na,na,na,na,na,116,34,0,0,0,0,0,0,0,0,538,296,118,0,0,1970,362,529960,53722,0,0,0,0,984020,na,na,15380,10190,6042,3238,9220,67722,2876,636,408,0,0,0
neg,30454,na,350,336,0,0,0,0,0,0,116,108222,1252680,540938,22204,0,797542,0,0,0,0,0,1850748,1680530,418702,142772,0,0,0,0,892,156,0,0,0,0,0,25822,817646,856378,224314,0,2014,4922,13430,20584,1144124,738954,132,0,0,0,556798,491350,251150,250726,186234,105578,62436,19766,122,0,2269584,10,12,22,20,797542,18692,311746,105900,261400,na,na,na,na,na,na,na,154860,30454.01,2269584,2269584,2268274,11247,30,104534,1057520,1924160,1209600,49904,2,72,0,1603281.6,0,319882.56,0,0,0,0,0,16384,578154,1079464,236876,11046,2176,60,4,10,2269584,na,1954,236,67446,130404,110488,1374214,235150,4174,94,0,594,486,1614998,482,0,170,0,38,1625248,1040,130,0,0,0,0,0,0,0,0,9482,16156,4220,0,0,35962,9212,56120,5838,0,0,0,0,454080,576.04,554,333368,245184,181918,121198,264370,243182,211098,128762,182318,12762,0,0
neg,1632,na,0,na,0,0,0,0,0,0,220,26800,60398,16892,0,0,47728,0,0,na,0,0,109126,101506,13444,3432,0,0,0,0,0,0,0,0,0,0,0,5684,68950,3126,26550,0,1482,122,212,212,4476,95914,1892,0,0,0,58564,35578,7542,1710,252,250,414,0,0,0,122616,8,160,12,18,47728,1144,7828,5570,0,0,0,0,0,0,0,0,13040,1632.35,122616,122616,na,339,3030,na,121960,na,1209600,0,na,na,na,89442.24,0,13321.92,na,na,0,0,0,5824,61744,35368,1114,232,28,0,na,0,122616,na,1472,40,4906,2538,8692,77166,8868,628,0,0,na,na,na,na,na,na,na,na,na,150,28,na,na,na,na,na,na,na,na,666,1016,264,0,0,4026,822,486500,50730,0,0,0,0,na,na,na,15690,9818,7352,9112,36850,23140,2344,4,0,0,0,0
neg,31960,na,2130706432,330,0,0,0,0,0,0,320,728544,1090504,449408,10372,576,1049616,0,0,0,0,0,2108642,1896832,295876,161404,0,0,0,0,1680,170,0,0,0,0,0,3834,311668,1715472,248750,0,1164,206,490,3790,1120500,1153512,62,0,0,0,533690,662748,287864,199742,148484,118196,128306,197076,3618,0,2405058,108,218,222,28,1049616,18498,135672,159416,181920,na,na,na,na,na,na,na,109620,31960.75,2405058,2405058,2381202,15941,233374,116222,1189520,2279724,1209600,59550,2,78,0,2041341.12,0,236094.72,0,0,0,0,0,144320,921518,936764,261796,11790,3314,222,4,8,2405058,na,2772,368,9384,111604,64700,1231832,843950,15036,78,0,412,410,170850,56606,0,2184,0,26,2059662,1562,326,0,0,0,0,0,0,0,0,11844,25556,6036,0,0,47996,5772,29806980,4727368,0,0,0,0,441360,777.56,964,246966,517228,413602,211154,351708,237246,121650,67112,109738,3320,0,0
neg,64428,na,2130706434,150,0,0,0,0,0,0,1228,661884,2554868,883558,87250,2128,2060830,0,0,0,0,0,3813296,3359826,645994,381646,0,0,0,0,594,134,0,0,0,0,0,169370,1534848,948154,1538544,0,1954,306,628,1174,92198,4093918,738,0,0,0,1228444,922298,335938,271014,218112,185994,260830,649772,118112,402,4460020,40,48,456,54,2060830,55432,359038,283950,154100,162240,205140,na,na,na,na,na,117000,64428.42,4460020,4460020,4415678,34399,64716,77892,822580,4190916,1209600,115458,4,88,0,3535088.64,0,652080.96,0,434,0,0,0,34710,897414,2243724,957478,47420,9266,904,8206,8258,4460020,na,4884,604,4272,245596,270252,2845564,788018,31398,328,0,178,394,3138054,121600,0,46740,0,20,3588846,2420,232,0,0,0,0,0,0,0,0,37626,76604,25770,0,0,123746,17170,10134680,1509094,0,0,0,0,4428420,1508.82,1578,676610,592088,527202,259078,590600,584588,509292,231666,217842,1950,0,0
neg,1250,na,2,na,0,0,0,0,0,0,6988,64560,910,0,0,0,36014,0,118,0,738,1808,73390,66190,15404,3422,0,0,0,0,0,0,0,0,0,0,0,0,15204,49966,7288,0,1042,34,74,50,238,71020,0,0,0,0,23432,23898,14810,5948,2088,1020,538,346,344,34,89594,0,0,0,10,36014,844,8348,6964,na,na,na,na,na,na,na,na,14820,1250.08,89594,89594,88930,340,14824,8628,88900,72458,1209600,0,na,na,na,59012.16,3318.72,9127.68,0,18,0,0,3402,52634,15042,1010,364,6,0,0,na,16,89594,na,1036,38,760,380,1444,52774,14834,1192,0,0,na,na,na,na,na,na,na,na,na,92,60,0,0,0,3316,0,0,0,0,624,152,34,0,0,916,138,195340,25894,0,0,0,0,250100,205.76,124,13976,6974,1240,872,2440,5270,14848,26484,354,0,0,0
neg,41690,na,734,660,0,0,0,0,0,0,1886,230506,2157782,625290,23026,0,1342718,0,0,0,0,0,2829604,2521404,373740,234892,0,0,0,0,896,314,0,0,0,0,0,384490,1236918,756358,660724,0,2070,614,1416,51496,2215174,765716,2004,0,0,0,1028690,625642,395944,342278,291946,211992,141354,644,0,0,3204270,0,26,88,34,1342718,34860,177326,195494,116280,156880,na,na,na,na,na,na,92540,41689.05,3204270,3204270,3218580,14615,67532,72656,775660,3038490,1209600,140914,2,102,0,2707446.72,0,320708.16,0,0,0,0,0,7722,734328,1541008,653278,80400,18554,3200,854,876,3204270,na,5640,750,14126,264466,223562,2106364,419592,3990,0,0,1504,912,2659878,6366,0,85342,0,10,2750544,2470,146,0,0,0,0,0,0,0,0,18928,31732,5358,0,0,106204,25040,230400,81284,0,0,0,0,1689080,1531.34,1780,358388,823550,548298,219882,363222,228552,183142,119994,185206,8256,0,0
neg,150372,0,2130706432,2156,0,0,0,0,0,0,676768,3559154,2199658,260472,26130,800,4409576,88160,68,0,16904,29310,8365600,7557976,1607958,617504,0,0,0,0,434,1202,0,0,0,0,0,0,132870,3693156,2896956,0,20786,22002,31672,69440,259978,6319078,26,0,0,0,2949878,1143818,754586,453132,346348,277766,215400,193866,141410,246778,9992408,3136,2256,3822,14,4409576,86484,856936,731484,157360,176120,144320,176140,206700,224600,267600,203960,27760,150371.39,9992408,9992408,7213798,34744,504,17328,288640,6745748,1209600,121120,2,168,0,7538710.08,0,1594109.76,302,1828,0,0,35182,403152,1263554,2554132,1566774,593678,281604,24906,102,162,9992408,0,7272,1038,361698,304022,326356,5241882,469278,11436,0,0,1428,3700,7567810,1809802,0,250,0,0,7597086,3394,1088,0,0,0,0,0,0,0,0,49216,85248,14770,12114576,1450358,175320,23662,13349400,1352844,7197660,31000,0,0,371430,25.2,2286,1199438,656758,562102,278236,560110,798346,1458236,1167122,42632,2,0,0
neg,0,2,0,0,0,0,0,0,0,0,0,1954,5528,0,0,0,2570,0,0,0,0,0,12258,9354,8160,1058,0,0,0,0,2,8,0,0,0,0,0,0,0,954,6528,0,58,10,128,830,70,1080,5306,0,0,0,6238,290,102,50,154,72,434,58,72,12,20440,2,4,0,0,2570,142,5612,2494,na,na,na,na,na,na,na,na,8000,0,20440,20440,21576,26,0,1908,20260,7522,1209600,280,2,2,0,1800,187.2,4541.76,0,8,0,0,0,702,5682,1068,30,0,0,0,0,8,20440,0,1052,6,20,10,22,2412,3160,776,24,0,0,20,1946,96,0,0,0,0,2048,40,24,0,0,120,232,0,0,0,0,168,0,0,0,0,60,18,4400,452,0,8,0,0,0,0.7,38,5918,1346,46,12,48,20,48,44,0,0,0,0
neg,38742,na,576,450,0,0,0,0,0,0,6668,595824,2123758,475502,42904,296,1519040,0,0,0,0,0,2507418,1816672,988982,525880,0,0,0,0,1934,656,0,0,0,0,0,15282,2730288,366670,132712,0,6054,3494,4620,84938,2095258,1050202,384,2,0,0,1535170,631108,247866,163428,127034,127454,350602,62290,0,0,3497940,172,2320,738,10,1519040,70354,333586,652080,345980,301860,na,na,na,na,na,na,327940,38742.54,3497940,3497940,3429536,17931,15596,93638,1063600,3244952,1209600,148974,0,318,0,2620704,0,618004.8,0,0,0,0,0,4604,1286036,1579264,319214,44426,10792,616,48,56,3497940,na,11256,1594,230766,459430,220924,1892642,416612,11572,156,0,720,1498,2574840,180546,74,8164,0,0,2664190,6028,460,0,0,0,0,0,0,0,0,43946,22734,5592,0,0,110024,28856,95460,30590,0,0,0,0,717610,2619.78,3044,679754,908296,393380,161058,300202,258110,238520,166772,132136,6724,0,0
neg,39358,na,2130706434,34,0,0,0,0,0,0,176,111672,1959882,469820,15692,152,1118090,0,0,0,0,0,2307936,2010922,397634,233840,0,0,0,0,130,62,0,0,0,0,0,0,753358,107982,1696054,0,2746,750,1206,2020,195680,2354924,68,0,0,0,664488,849340,350140,220842,144892,117734,172096,37862,0,0,2706080,46,30,162,4,1118090,31682,205178,191724,164180,188800,na,na,na,na,na,na,39860,39357.96,2706080,2706080,2699156,14657,168,24594,281220,2557394,1209600,52920,0,30,0,2338550.4,0,216292.8,0,762,0,0,0,3956,861480,1501620,174512,13386,2440,0,0,18,2706080,na,4934,444,62142,136848,112638,1979448,249882,10852,206,0,94,12,2185174,16782,0,92728,0,0,2316698,1768,156,0,0,0,0,0,0,0,0,18832,86694,15918,0,0,39616,4950,13458660,1350940,0,0,0,0,0,958.8,1014,239310,395548,320998,213060,996646,365140,26272,260,160,0,0,0
neg,70572,na,608,492,0,0,0,0,0,0,3786,285508,3139894,1140958,33248,350,2030786,0,0,0,0,0,3786902,2981428,1053264,704152,0,0,0,0,846,284,0,0,0,0,0,80990,948734,2776036,797984,0,7430,11588,18448,310822,3485788,767916,1752,0,0,0,1661870,982466,386702,311586,266692,238762,262460,492450,756,0,4841172,44,694,522,18,2030786,77454,479116,562476,267960,229700,303980,na,na,na,na,na,236820,70572.72,4841172,4841172,4838786,31944,22444,112196,1199120,4603744,1209600,145436,0,296,0,3936251.52,0,663349.44,0,0,0,0,0,85524,1052470,2935834,491690,31288,6902,36,80,98,4841172,na,7828,1032,78398,313380,227794,2528836,1385728,42694,18054,0,918,1026,3193948,51998,24,1782,0,0,4005784,3182,212,0,0,0,0,0,0,0,0,41278,62088,13234,0,0,189152,36618,1770020,290866,0,0,0,0,711350,1896.76,2416,704158,884140,551236,241208,480086,453788,401072,294612,560398,33046,0,0
neg,8,0,2,2,0,0,0,0,0,0,30,2860,1880,0,0,0,1664,0,178,0,0,0,15404,13802,7370,364,0,0,0,0,0,14,0,0,0,0,0,0,0,0,4770,0,34,2,6,644,282,750,3052,0,0,0,3672,244,102,140,78,64,428,42,0,0,22796,0,6,0,2,1664,100,6132,1226,na,na,na,na,na,na,na,na,7260,7.94,22796,22796,24326,25,2,2208,22660,4800,1209600,210,4,10,0,1274.88,0,2580.48,0,8,0,0,0,2256,1572,878,64,0,0,0,0,12,22796,0,952,2,10,8,752,2788,258,0,0,0,0,6,1384,84,0,0,0,0,1554,22,54,0,0,0,0,0,0,0,0,104,0,0,0,0,22,6,3500,354,6232,8,0,0,0,56.76,26,3604,986,54,12,32,26,56,0,0,0,0,0
neg,36918,na,2130706432,496,0,0,0,0,0,0,428,220006,1617020,380826,6080,0,1090444,0,0,0,0,0,1984556,1684454,500846,272630,0,0,0,0,222,258,0,0,0,0,0,202886,1906196,115260,0,0,3494,3088,4314,7848,528900,1676682,16,0,0,0,729760,632800,259482,186640,128112,92874,186036,8634,0,0,2485576,506,1936,874,8,1090444,36422,317888,182216,218980,266880,na,na,na,na,na,na,12500,36918.9,2485576,2485576,2489734,12460,2178,4840,63620,2224380,1209600,45948,2,62,0,1918370.88,0,304391.04,76,550,0,0,0,572,856490,1148868,202240,13612,2500,58,164,174,2485576,na,2372,330,45800,210132,69932,1460856,428970,5832,114,0,534,358,1852780,418080,0,54076,0,10,1935014,1294,106,0,0,0,0,0,0,0,0,22490,44918,13364,0,0,35118,7024,5180240,526968,0,0,0,0,0,756.66,738,317082,168738,181328,115976,501898,809744,71120,31446,26700,312,0,0
neg,97490,na,2130706434,62,0,0,0,0,0,0,434,324918,4212790,807908,41522,794,2547598,0,0,0,0,0,4984486,4421944,766930,466204,0,0,0,0,240,80,0,0,0,0,0,108,367638,2169336,2851284,0,2674,652,1132,2356,398134,4982536,880,2,0,0,859388,1844112,829884,639640,429678,287746,278858,219060,0,0,5752154,448,704,572,16,2547598,57612,461288,302426,173640,145540,171060,153120,na,na,na,na,115500,97490.88,5752154,5752154,5740124,36274,1620,84982,905020,5388366,1209600,119042,0,50,0,5034543.36,0,350573.76,0,1172,0,0,0,50008,2433730,2558558,312342,27910,5648,170,34,130,5752154,na,5586,876,11954,211750,175094,4291808,681624,9606,68,0,70,100,3184176,39192,0,123288,0,0,3189296,2868,308,0,0,0,0,0,0,0,0,38046,129080,41036,0,0,61114,8788,21400660,2186590,0,0,0,0,1866850,1732.44,1854,372812,379110,568946,457524,1330794,1401088,744708,122642,10742,0,0,0
neg,5308,na,590,134,0,0,0,0,0,52792,317174,366230,105666,23210,1294,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,316,1650,0,0,0,0,0,0,83206,779638,3522,0,1422,114,220,310,117846,746454,0,0,0,0,522020,181888,53698,30454,19076,14102,11996,15748,14380,3004,0,2,0,30,0,0,0,0,0,na,na,na,na,na,na,na,na,0,5308.21,0,0,903050,3184,0,0,0,866366,1209600,38822,68,82,0,445303.68,48875.52,370511.04,0,144,0,31466,172912,378370,227846,51232,3708,714,118,0,90,100,0,na,1674,126,273244,94398,130170,358676,8078,0,0,0,418,2582,427932,64,0,828,0,0,464976,1184,80,0,0,120,48914,0,0,0,0,0,1484,290,2306534,318828,35380,6412,5620,562,885260,8606,0,0,0,330.46,388,435214,213034,90602,23030,32284,15008,12418,44168,608,0,0,0
